"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Year","Month","Avg_Price_Land","No_sold","no_sold_pr","new_count_prop","percent_new"
"1826","Heidelberg West","163 Dougharty Rd",2,"h",440500,"Property Sold","hockingstuart","16/07/2016",9.4,3081,2,1,1,368,81,1955,"Banyule",-37.7341,145.0434,"Eastern Metropolitan",2674,16,7,1197.01086956522,1,9,6507,582
"1827","Heidelberg West","29 Morotai Pde",4,"h",758000,"Property Sold","Miles","17/09/2016",9.4,3081,4,1,1,632,152,1955,"Banyule",-37.7466,145.0428,"Eastern Metropolitan",2674,17,9,1199.36708860759,1,17,6507,84
"1828","Heidelberg West","523 Waterdale Rd",3,"h",480000,"Passed In","Ray","18/06/2016",9.4,3081,3,1,1,338,13,1980,"Banyule",-37.739,145.0481,"Eastern Metropolitan",2674,18,6,1420.11834319527,1,21,1069,361
"1829","Heidelberg West","5 Barce Pl",4,"h",715000,"Property Sold","Barry","19/11/2016",9.4,3081,4,2,2,521,196,1990,"Banyule",-37.738,145.0374,"Eastern Metropolitan",2674,19,11,1372.36084452975,1,25,6507,467
"1830","Heidelberg West","5 Mulberry Pde",3,"h",646250,"Property Sold","Ray","22/05/2016",9.4,3081,3,1,2,616,18,1965,"Banyule",-37.747,145.0389,"Eastern Metropolitan",2674,22,5,1049.10714285714,1,13,6507,361
"1831","Heidelberg West","16 Achilles St",3,"h",1375000,"Passed In","Ray","23/04/2016",9.4,3081,3,1,1,368,106,1960,"Banyule",-37.7344,145.044,"Eastern Metropolitan",2674,23,4,3736.41304347826,1,12,1069,361
"1832","Heidelberg West","111 Ramu Pde",3,"h",722000,"Property Sold","Miles","25/02/2017",9.4,3081,3,1,2,593,99,1950,"Banyule",-37.7386,145.0387,"Eastern Metropolitan",2674,25,2,1217.53794266442,1,23,6507,84
"1833","Heidelberg West","22 Kokoda St",2,"h",725000,"Property Sold","Haughton","27/11/2016",9.4,3081,2,1,3,632,77,1960,"Banyule",-37.7443,145.0462,"Eastern Metropolitan",2674,27,11,1147.15189873418,1,27,6507,9
"1834","Heidelberg West","262 Liberty Pde",3,"h",465000,"Property Sold","Ray","28/08/2016",9.4,3081,2,1,1,413,85,1960,"Banyule",-37.7399,145.0369,"Eastern Metropolitan",2674,28,8,1125.90799031477,1,13,6507,361
"1835","Hughesdale","18 Paget St",2,"h",1550000,"Property Sold","Woodards","3/09/2016",13,3166,2,1,1,732,97,1950,"Monash",-37.8931,145.0791,"Southern Metropolitan",3145,3,9,2117.48633879781,1,86,6507,138
"1836","Hughesdale","1/13 Swindon Rd",2,"u",516000,"Property Sold","Ray","3/09/2016",13,3166,2,1,1,0,76,1970,"Monash",-37.8967,145.0858,"Southern Metropolitan",3145,3,9,Inf,1,86,1792,361
"1837","Hughesdale","20 Dalston Rd",3,"h",1340000,"Property Sold","Ray","3/12/2016",13,3166,3,1,1,705,128,1920,"Monash",-37.8994,145.0816,"Southern Metropolitan",3145,3,12,1900.70921985816,1,145,6507,361
"1838","Hughesdale","30 Kinrade St",3,"h",1316000,"Property Sold","Ray","6/08/2016",13,3166,2,1,2,715,126,1949,"Monash",-37.9072,145.0762,"Southern Metropolitan",3145,6,8,1840.55944055944,1,71,6507,361
"1839","Hughesdale","2/19 Swindon Rd",3,"t",828000,"Property Sold","Ray","7/05/2016",13,3166,3,2,1,206,118,2002,"Monash",-37.8966,145.0863,"Southern Metropolitan",3145,7,5,4019.41747572816,1,115,723,361
"1840","Hughesdale","19 Canterbury St",3,"h",1055000,"Property Sold","Woodards","8/10/2016",13,3166,3,1,1,562,97,1930,"Monash",-37.9022,145.0811,"Southern Metropolitan",3145,8,10,1877.22419928826,1,85,6507,138
"1841","Hughesdale","4/89 Kangaroo Rd",2,"u",623000,"Property Sold","Ray","10/09/2016",13,3166,2,1,1,101,90,1970,"Monash",-37.8988,145.0781,"Southern Metropolitan",3145,10,9,6168.31683168317,1,104,1792,361
"1842","Hughesdale","3 Paget St",4,"h",2120000,"Property Sold","Woodards","10/09/2016",13,3166,4,2,2,847,315,1925,"Monash",-37.8927,145.0781,"Southern Metropolitan",3145,10,9,2502.95159386068,1,104,6507,138
"1843","Hughesdale","8 Bowmore St",4,"h",1745000,"Property Sold","Woodards","10/12/2016",13,3166,4,2,1,547,185,1925,"Monash",-37.9002,145.0768,"Southern Metropolitan",3145,10,12,3190.12797074954,1,119,6507,138
"1844","Hughesdale","14 Bowmore St",4,"h",1700000,"Property Sold","Ray","12/11/2016",13,3166,4,2,2,545,180,1940,"Monash",-37.9002,145.0773,"Southern Metropolitan",3145,12,11,3119.26605504587,1,123,6507,361
"1845","Hughesdale","105/175 Kangaroo Rd",2,"u",420000,"Vendor Bid","Woodards","12/11/2016",13,3166,2,1,1,0,70,2010,"Monash",-37.9008,145.0859,"Southern Metropolitan",3145,12,11,Inf,1,123,364,138
"1846","Hughesdale","22 Skipton Rd",4,"h",1337000,"Property Sold","Ray","15/10/2016",13,3166,4,1,2,696,100,1930,"Monash",-37.8991,145.0804,"Southern Metropolitan",3145,15,10,1920.97701149425,1,124,6507,361
"1847","Hughesdale","3/14 Rugby Rd",2,"u",455000,"Property Sold","Fletchers","16/04/2016",13,3166,2,1,2,0,60,1960,"Monash",-37.8942,145.0867,"Southern Metropolitan",3145,16,4,Inf,1,72,1792,143
"1848","Hughesdale","5/7 Warrigal Rd",2,"u",4e+05,"Passed In","Ray","17/09/2016",13,3166,2,1,1,100,88,1975,"Monash",-37.8945,145.0876,"Southern Metropolitan",3145,17,9,4000,1,110,361,361
"1849","Hughesdale","37 Darling St",3,"h",1210000,"Property Sold","Ray","22/08/2016",13,3166,3,1,2,730,122,1940,"Monash",-37.9034,145.0796,"Southern Metropolitan",3145,22,8,1657.53424657534,1,67,6507,361
"1850","Hughesdale","3 Dalston Rd",4,"h",1167500,"Property Sold","Buxton","26/07/2016",13,3166,3,2,1,678,184,1950,"Monash",-37.898,145.0815,"Southern Metropolitan",3145,26,7,1721.97640117994,1,51,6507,313
"1851","Hughesdale","1/3 Euston Rd",3,"t",9e+05,"Property Sold","Buxton","26/07/2016",13,3166,3,2,1,360,154,1975,"Monash",-37.8937,145.0779,"Southern Metropolitan",3145,26,7,2500,1,51,723,313
"1852","Hughesdale","1051 North Rd",2,"h",677500,"Passed In","hockingstuart","30/07/2016",13,3166,2,1,4,575,83,1950,"Monash",-37.9084,145.0775,"Southern Metropolitan",3145,30,7,1178.26086956522,1,63,1069,582
"1853","Ivanhoe","20 Green St",4,"h",2265000,"Property Sold","Miles","4/03/2017",7.9,3079,4,2,2,925,208,1925,"Banyule",-37.7652,145.041,"Eastern Metropolitan",5549,4,3,2448.64864864865,1,21,6507,84
"1854","Ivanhoe","9 Cook St",3,"h",981000,"Property Sold","Nelson","4/06/2016",7.9,3079,5,3,2,626,378,2016,"Banyule",-37.76,145.0326,"Eastern Metropolitan",5549,4,6,1567.09265175719,1,16,6507,817
"1855","Ivanhoe","20 Locksley Rd",4,"h",2400000,"Property Sold","Jellis","4/06/2016",7.9,3079,0,2,2,1252,201,1920,"Banyule",-37.7727,145.0484,"Eastern Metropolitan",5549,4,6,1916.93290734824,1,16,6507,701
"1856","Ivanhoe","3/11 Oriel Rd",3,"t",890000,"Property Sold","Nelson","4/06/2016",7.9,3079,3,2,2,249,140,2005,"Banyule",-37.766,145.0345,"Eastern Metropolitan",5549,4,6,3574.29718875502,1,16,723,817
"1857","Ivanhoe","5/52 Locksley Rd",2,"u",739000,"Property Sold","Miles","7/05/2016",7.9,3079,2,1,1,648,91,1965,"Banyule",-37.7702,145.0493,"Eastern Metropolitan",5549,7,5,1140.43209876543,1,15,1792,84
"1858","Ivanhoe","1/34 Edwin St",3,"h",785000,"Property Sold","Miles","7/11/2016",7.9,3079,3,2,0,399,110,1950,"Banyule",-37.7551,145.05,"Eastern Metropolitan",5549,7,11,1967.41854636591,1,15,6507,84
"1859","Ivanhoe","950 Heidelberg Rd",3,"h",1155000,"Property Sold","Nelson","7/11/2016",7.9,3079,3,1,2,537,170,1945,"Banyule",-37.7773,145.0379,"Eastern Metropolitan",5549,7,11,2150.83798882682,1,15,6507,817
"1860","Ivanhoe","24 Dalveen Rd",2,"h",1020000,"Property Sold","Buckingham","10/09/2016",7.9,3079,2,1,1,557,78,1955,"Banyule",-37.7568,145.0355,"Eastern Metropolitan",5549,10,9,1831.23877917415,1,15,6507,26
"1861","Ivanhoe","5 Stanley St",3,"h",1465000,"Property Sold","William","10/09/2016",7.9,3079,3,1,2,630,126,1960,"Banyule",-37.7635,145.039,"Eastern Metropolitan",5549,10,9,2325.39682539683,1,15,6507,6
"1862","Ivanhoe","3/8 Green St",3,"t",855000,"Property Sold","Woodards","10/12/2016",7.9,3079,3,2,2,0,130,1980,"Banyule",-37.765,145.0422,"Eastern Metropolitan",5549,10,12,Inf,1,34,723,138
"1863","Ivanhoe","5/30 Magnolia Rd",1,"u",413000,"Property Sold","Nelson","10/12/2016",7.9,3079,1,1,1,845,59,1960,"Banyule",-37.7591,145.0501,"Eastern Metropolitan",5549,10,12,488.757396449704,1,34,1792,817
"1864","Ivanhoe","30 Oriel Rd",3,"h",1220000,"Property Sold","Ray","11/02/2017",7.9,3079,3,1,1,687,110,1975,"Banyule",-37.7634,145.0361,"Eastern Metropolitan",5549,11,2,1775.83697234352,1,6,6507,361
"1865","Ivanhoe","10 Abbotsford Gr",3,"h",1605000,"Property Sold","Nelson","12/11/2016",7.9,3079,3,2,2,608,165,1920,"Banyule",-37.7702,145.0398,"Eastern Metropolitan",5549,12,11,2639.80263157895,1,29,6507,817
"1866","Ivanhoe","6/14 Athelstane Gr",2,"u",587000,"Property Sold","Miles","12/11/2016",7.9,3079,2,1,1,721,78,1960,"Banyule",-37.7634,145.0406,"Eastern Metropolitan",5549,12,11,814.147018030513,1,29,1792,84
"1867","Ivanhoe","33 Livingstone St",3,"h",1535000,"Property Sold","Miles","15/10/2016",7.9,3079,3,1,2,691,140,1950,"Banyule",-37.7674,145.0392,"Eastern Metropolitan",5549,15,10,2221.41823444284,1,19,6507,84
"1868","Ivanhoe","19 Myrtle St",4,"h",1470000,"Vendor Bid","Miles","15/10/2016",7.9,3079,4,2,1,694,217,1950,"Banyule",-37.7565,145.0506,"Eastern Metropolitan",5549,15,10,2118.15561959654,1,19,728,84
"1869","Ivanhoe","171 Waterdale Rd",3,"h",1486000,"Property Sold","Nelson","15/10/2016",7.9,3079,3,1,2,645,158,1930,"Banyule",-37.7634,145.0439,"Eastern Metropolitan",5549,15,10,2303.87596899225,1,19,6507,817
"1870","Ivanhoe","44 Beatty St",5,"h",1730000,"Property Sold","Nelson","17/09/2016",7.9,3079,4,2,2,689,292,2007,"Banyule",-37.7591,145.04,"Eastern Metropolitan",5549,17,9,2510.88534107402,1,17,6507,817
"1871","Ivanhoe","32 Ailsa Gr",3,"h",1850000,"Property Sold","Miles","18/03/2017",7.9,3079,3,2,2,684,232,2000,"Banyule",-37.7659,145.0392,"Eastern Metropolitan",5549,18,3,2704.6783625731,1,18,6507,84
"1872","Ivanhoe","6 Fairy St",5,"h",2600000,"Property Sold","Miles","18/06/2016",7.9,3079,5,3,1,1006,411,1920,"Banyule",-37.7765,145.0427,"Eastern Metropolitan",5549,18,6,2584.4930417495,1,21,6507,84
"1873","Ivanhoe","5/14 Athelstane Gr",2,"u",5e+05,"Passed In","Ray","19/11/2016",7.9,3079,2,1,1,71,70,1960,"Banyule",-37.7634,145.0406,"Eastern Metropolitan",5549,19,11,7042.25352112676,1,25,361,361
"1874","Ivanhoe","113 Green St",3,"h",1102000,"Property Sold","Nelson","22/05/2016",7.9,3079,3,1,1,597,115,1950,"Banyule",-37.7645,145.0314,"Eastern Metropolitan",5549,22,5,1845.89614740369,1,13,6507,817
"1875","Ivanhoe","13 Jellicoe St",3,"h",1275000,"Vendor Bid","Nelson","22/05/2016",7.9,3079,3,2,2,834,169,1950,"Banyule",-37.7587,145.0426,"Eastern Metropolitan",5549,22,5,1528.77697841727,1,13,728,817
"1876","Ivanhoe","5/139 Bond St",2,"t",785000,"Property Sold","Jellis","22/08/2016",7.9,3079,2,2,1,124,135,2010,"Banyule",-37.7618,145.0287,"Eastern Metropolitan",5549,22,8,6330.64516129032,1,13,723,701
"1877","Ivanhoe","15 Kwinana Ct",3,"h",1223500,"Property Sold","Nelson","22/08/2016",7.9,3079,3,2,2,721,136,1980,"Banyule",-37.758,145.0408,"Eastern Metropolitan",5549,22,8,1696.94868238558,1,13,6507,817
"1878","Ivanhoe","3 Scotts Pde",4,"h",1720000,"Property Sold","Barry","22/08/2016",7.9,3079,4,2,3,631,233,1935,"Banyule",-37.7771,145.0448,"Eastern Metropolitan",5549,22,8,2725.83201267829,1,13,6507,467
"1879","Ivanhoe","103 Waterdale Rd",3,"h",1225000,"Sold Prior","Miles","23/04/2016",7.9,3079,3,1,1,572,130,1930,"Banyule",-37.7709,145.0425,"Eastern Metropolitan",5549,23,4,2141.60839160839,1,12,1079,84
"1880","Ivanhoe","79 Marshall St",4,"h",1460000,"Property Sold","Miles","24/09/2016",7.9,3079,4,1,2,605,181,1940,"Banyule",-37.7707,145.0467,"Eastern Metropolitan",5549,24,9,2413.22314049587,1,15,6507,84
"1881","Ivanhoe","3/14 Merton St",1,"u",421000,"Sold Prior","Nelson","24/09/2016",7.9,3079,1,1,1,0,58,1992,"Banyule",-37.7753,145.0419,"Eastern Metropolitan",5549,24,9,Inf,1,15,481,817
"1882","Ivanhoe","11 Abbotsford Gr",4,"h",2090000,"Property Sold","Miles","25/02/2017",7.9,3079,4,3,2,608,315,1980,"Banyule",-37.7705,145.0396,"Eastern Metropolitan",5549,25,2,3437.5,1,23,6507,84
"1883","Ivanhoe","1/10 Oriel Rd",3,"t",7e+05,"Property Sold","Barry","27/06/2016",7.9,3079,3,2,1,189,110,1990,"Banyule",-37.7661,145.0354,"Eastern Metropolitan",5549,27,6,3703.7037037037,1,12,723,467
"1884","Ivanhoe","4 Waterdale Rd",4,"h",2595000,"Property Sold","Miles","28/05/2016",7.9,3079,4,3,3,719,407,2007,"Banyule",-37.7815,145.0403,"Eastern Metropolitan",5549,28,5,3609.17941585535,1,24,6507,84
"1885","Ivanhoe","2/92 Beatty St",2,"t",710000,"Passed In","Nelson","28/08/2016",7.9,3079,2,1,1,134,120,2012,"Banyule",-37.7582,145.034,"Eastern Metropolitan",5549,28,8,5298.50746268657,1,13,134,817
"1886","Ivanhoe","7/3 Kenilworth Pde",3,"u",650000,"Passed In","Barry","28/08/2016",7.9,3079,3,2,2,0,96,2000,"Banyule",-37.7694,145.0406,"Eastern Metropolitan",5549,28,8,Inf,1,13,361,467
"1887","Kealba","3 Stenson Rd",3,"h",515000,"Property Sold","Sweeney","10/12/2016",15,3021,3,1,4,597,114,1975,"Brimbank",-37.7392,144.8241,"Western Metropolitan",1202,10,12,862.646566164154,1,74,6507,106
"1888","Kealba","128 Driscolls Rd",3,"h",582000,"Sold Prior","Brad","16/07/2016",15,3021,3,2,4,530,186,1980,"Brimbank",-37.7375,144.8282,"Western Metropolitan",1202,16,7,1098.11320754717,1,45,1079,172
"1889","Kealba","6 McGrath Cl",3,"h",545000,"Sold Prior","Brad","16/07/2016",15,3021,3,2,2,570,163,1980,"Brimbank",-37.7367,144.8246,"Western Metropolitan",1202,16,7,956.140350877193,1,45,1079,172
"1890","Kealba","44 Stenson Rd",4,"h",751000,"Property Sold","McDonald","19/11/2016",15,3021,4,2,2,649,305,2000,"Brimbank",-37.7382,144.8292,"Western Metropolitan",1202,19,11,1157.16486902928,1,60,6507,20
"1891","Kealba","26 Calverton Rd",4,"h",5e+05,"Sold Prior","Brad","22/08/2016",15,3021,4,1,2,574,100,1985,"Brimbank",-37.7336,144.8226,"Western Metropolitan",1202,22,8,871.080139372822,1,40,1079,172
"1892","Kealba","4 Woolstone Cl",4,"h",560000,"Sold Prior","Brad","24/09/2016",15,3021,4,2,2,612,155,1980,"Brimbank",-37.7378,144.8264,"Western Metropolitan",1202,24,9,915.032679738562,1,54,1079,172
"1893","Keilor East","16 Border Dr",3,"h",703000,"Property Sold","Nelson","3/09/2016",12.8,3033,3,2,2,683,200,1995,"Moonee Valley",-37.7402,144.8591,"Western Metropolitan",5629,3,9,1029.28257686676,1,43,6507,817
"1894","Keilor East","121 Sterling Dr",3,"h",650000,"Sold Prior","Barry","3/09/2016",12.8,3033,3,1,1,538,104,1970,"Moonee Valley",-37.7441,144.8503,"Western Metropolitan",5629,3,9,1208.17843866171,1,43,1079,467
"1895","Keilor East","3A Cudgewa Pl",3,"t",770000,"Sold Prior","Barry","3/12/2016",12.8,3033,3,2,1,331,201,2010,"Moonee Valley",-37.7325,144.8621,"Western Metropolitan",5629,3,12,2326.28398791541,1,57,143,467
"1896","Keilor East","16 Roberts St",4,"h",9e+05,"Property Sold","Nelson","3/12/2016",12.8,3033,4,2,1,289,125,2011,"Moonee Valley",-37.7506,144.8689,"Western Metropolitan",5629,3,12,3114.18685121107,1,57,6507,817
"1897","Keilor East","1 Giuliano Ct",3,"h",7e+05,"Vendor Bid","Nelson","4/03/2017",12.8,3033,3,2,2,288,116,1999,"Moonee Valley",-37.7514,144.8731,"Western Metropolitan",5629,4,3,2430.55555555556,1,74,728,817
"1898","Keilor East","15 Viewbank Dr",4,"h",816000,"Property Sold","Barry","4/03/2017",12.8,3033,4,2,1,540,188,1978,"Moonee Valley",-37.7482,144.877,"Western Metropolitan",5629,4,3,1511.11111111111,1,74,6507,467
"1899","Keilor East","74 Lincoln Dr",4,"h",845000,"Property Sold","Brad","4/06/2016",12.8,3033,3,1,1,622,126,1965,"Moonee Valley",-37.7425,144.8683,"Western Metropolitan",5629,4,6,1358.52090032154,1,44,6507,172
"1900","Keilor East","27 Judith St",3,"h",772000,"Property Sold","Nelson","7/05/2016",12.8,3033,3,2,3,672,132,1980,"Moonee Valley",-37.7465,144.876,"Western Metropolitan",5629,7,5,1148.80952380952,1,49,6507,817
"1901","Keilor East","9a The Crossway",3,"h",650000,"Sold Prior","Nelson","7/05/2016",12.8,3033,3,2,2,3977,113,2013,"Moonee Valley",-37.747,144.8663,"Western Metropolitan",5629,7,5,163.439778727684,1,49,1079,817
"1902","Keilor East","57 Wonganella Dr",3,"h",757000,"Property Sold","Nelson","7/11/2016",12.8,3033,3,2,1,532,140,1960,"Moonee Valley",-37.7295,144.8644,"Western Metropolitan",5629,7,11,1422.93233082707,1,43,6507,817
"1903","Keilor East","86 Prospect Dr",3,"h",690000,"Property Sold","Harcourts","8/10/2016",12.8,3033,3,2,2,568,148,1970,"Moonee Valley",-37.7469,144.8526,"Western Metropolitan",5629,8,10,1214.78873239437,1,58,6507,87
"1904","Keilor East","4a Cohen St",3,"h",583000,"Property Sold","Alexkarbon","10/09/2016",12.8,3033,3,1,1,412,133,2003,"Moonee Valley",-37.7459,144.8643,"Western Metropolitan",5629,10,9,1415.04854368932,1,50,6507,23
"1905","Keilor East","15 Craig St",3,"h",880000,"Property Sold","Nelson","10/12/2016",12.8,3033,3,1,2,584,123,1980,"Moonee Valley",-37.7435,144.8798,"Western Metropolitan",5629,10,12,1506.84931506849,1,74,6507,817
"1906","Keilor East","17/24 Craig St",3,"u",580000,"Property Sold","Rendina","10/12/2016",12.8,3033,3,2,2,112,138,2013,"Moonee Valley",-37.7434,144.881,"Western Metropolitan",5629,10,12,5178.57142857143,1,74,1792,37
"1907","Keilor East","4 Milleara Rd",4,"t",886000,"Property Sold","Barry","10/12/2016",12.8,3033,4,3,1,322,257,1950,"Moonee Valley",-37.7293,144.8659,"Western Metropolitan",5629,10,12,2751.55279503106,1,74,723,467
"1908","Keilor East","1 Nicholas Ct",4,"h",920000,"Sold Prior","Brad","10/12/2016",12.8,3033,4,2,2,745,182,1992,"Moonee Valley",-37.7479,144.8805,"Western Metropolitan",5629,10,12,1234.89932885906,1,74,1079,172
"1909","Keilor East","117 Brees Rd",3,"h",976000,"Property Sold","Nelson","12/11/2016",12.8,3033,3,3,2,605,212,1980,"Moonee Valley",-37.7459,144.8788,"Western Metropolitan",5629,12,11,1613.22314049587,1,55,6507,817
"1910","Keilor East","61 Rachelle Rd",4,"h",1420000,"Property Sold","Barry","12/11/2016",12.8,3033,4,2,2,613,250,2011,"Moonee Valley",-37.7453,144.8721,"Western Metropolitan",5629,12,11,2316.47634584013,1,55,6507,467
"1911","Keilor East","21 Woorite Pl",3,"h",9e+05,"Property Sold","Nelson","12/11/2016",12.8,3033,3,1,1,713,127,1970,"Moonee Valley",-37.7301,144.8671,"Western Metropolitan",5629,12,11,1262.27208976157,1,55,6507,817
"1912","Keilor East","2/49 Quinn Gr",3,"u",560000,"Property Sold","Moonee","14/05/2016",12.8,3033,3,1,2,352,102,2000,"Moonee Valley",-37.7459,144.8673,"Western Metropolitan",5629,14,5,1590.90909090909,1,47,1792,12
"1913","Keilor East","4 Trent Ct",4,"h",1010000,"Property Sold","Barry","14/05/2016",12.8,3033,4,2,2,776,268,1980,"Moonee Valley",-37.7502,144.8745,"Western Metropolitan",5629,14,5,1301.54639175258,1,47,6507,467
"1914","Keilor East","13 Pennington St",4,"h",835000,"Property Sold","Nelson","16/04/2016",12.8,3033,4,2,3,708,184,1990,"Moonee Valley",-37.7452,144.8652,"Western Metropolitan",5629,16,4,1179.37853107345,1,63,6507,817
"1915","Keilor East","1/31 Surrey Dr",3,"t",705000,"Property Sold","Barry","16/04/2016",12.8,3033,3,2,1,440,156,1995,"Moonee Valley",-37.7517,144.8776,"Western Metropolitan",5629,16,4,1602.27272727273,1,63,723,467
"1916","Keilor East","7 Park Dr",3,"t",680000,"Sold Prior","Nelson","18/03/2017",12.8,3033,3,2,2,224,154,1998,"Moonee Valley",-37.749,144.8599,"Western Metropolitan",5629,18,3,3035.71428571429,1,68,143,817
"1917","Keilor East","83 Wyong St",3,"h",785000,"Property Sold","Barry","18/06/2016",12.8,3033,3,1,2,606,141,1965,"Moonee Valley",-37.7311,144.8663,"Western Metropolitan",5629,18,6,1295.3795379538,1,53,6507,467
"1918","Keilor East","35 Gungarlan Dr",3,"h",695000,"Property Sold","Barry","19/11/2016",12.8,3033,3,2,2,716,154,1970,"Moonee Valley",-37.734,144.8593,"Western Metropolitan",5629,19,11,970.670391061453,1,60,6507,467
"1919","Keilor East","1/67 Milleara Rd",2,"u",502000,"Property Sold","Nelson","22/05/2016",12.8,3033,5,1,2,0,85,1990,"Moonee Valley",-37.7346,144.8646,"Western Metropolitan",5629,22,5,Inf,1,46,1792,817
"1920","Keilor East","54 Norwood Dr",4,"h",770000,"Property Sold","Nelson","22/05/2016",12.8,3033,4,2,2,546,174,1970,"Moonee Valley",-37.7428,144.8536,"Western Metropolitan",5629,22,5,1410.25641025641,1,46,6507,817
"1921","Keilor East","94 Sterling Dr",3,"h",570000,"Sold Prior","HAR","22/05/2016",12.8,3033,3,1,2,542,120,1970,"Moonee Valley",-37.7408,144.8553,"Western Metropolitan",5629,22,5,1051.66051660517,1,46,1079,23
"1922","Keilor East","23 Chappell Pl",4,"h",830000,"Property Sold","Moonee","22/08/2016",12.8,3033,4,2,2,686,198,1995,"Moonee Valley",-37.7394,144.8628,"Western Metropolitan",5629,22,8,1209.91253644315,1,40,6507,12
"1923","Keilor East","23 Prospect Dr",3,"h",6e+05,"Property Sold","Bells","22/08/2016",12.8,3033,3,1,1,565,125,1970,"Moonee Valley",-37.7498,144.8585,"Western Metropolitan",5629,22,8,1061.94690265487,1,40,6507,21
"1924","Keilor East","20 Keith Gr",3,"h",825000,"Property Sold","Nelson","23/04/2016",12.8,3033,3,2,1,630,126,2017,"Moonee Valley",-37.7378,144.8705,"Western Metropolitan",5629,23,4,1309.52380952381,1,24,6507,817
"1925","Keilor East","24 Yallop Ct",4,"h",735000,"Sold Prior","Nelson","24/09/2016",12.8,3033,4,2,2,547,184,2000,"Moonee Valley",-37.7381,144.8554,"Western Metropolitan",5629,24,9,1343.6928702011,1,54,1079,817
"1926","Keilor East","83 Milleara Rd",3,"h",875000,"Passed In","Barry","26/07/2016",12.8,3033,3,2,2,928,130,1970,"Moonee Valley",-37.7362,144.8643,"Western Metropolitan",5629,26,7,942.887931034483,1,33,1069,467
"1927","Keilor East","40 Borva Dr",3,"h",601200,"Property Sold","Nelson","27/06/2016",12.8,3033,4,1,1,554,147,1960,"Moonee Valley",-37.7303,144.8636,"Western Metropolitan",5629,27,6,1085.19855595668,1,57,6507,817
"1928","Keilor East","60 Wonganella Dr",3,"h",680000,"Property Sold","Nelson","27/06/2016",12.8,3033,3,1,2,558,105,1980,"Moonee Valley",-37.7305,144.8646,"Western Metropolitan",5629,27,6,1218.63799283154,1,57,6507,817
"1929","Keilor East","26 Norwood Dr",3,"h",705000,"Property Sold","Nelson","28/05/2016",12.8,3033,3,1,2,616,201,1970,"Moonee Valley",-37.7449,144.8533,"Western Metropolitan",5629,28,5,1144.48051948052,1,48,6507,817
"1930","Keilor East","2/6 Shelley St",3,"t",710000,"Sold Prior","Nelson","28/08/2016",12.8,3033,3,2,1,320,133,2013,"Moonee Valley",-37.7415,144.8668,"Western Metropolitan",5629,28,8,2218.75,1,52,143,817
"1931","Keilor East","23 Viewbank Dr",4,"h",732000,"Property Sold","Nelson","28/08/2016",12.8,3033,4,2,2,544,233,1980,"Moonee Valley",-37.7479,144.8763,"Western Metropolitan",5629,28,8,1345.58823529412,1,52,6507,817
"1932","Keilor East","8 Alwyn Ct",3,"h",715000,"Sold Prior","Moonee","30/07/2016",12.8,3033,3,2,4,598,123,1970,"Moonee Valley",-37.7487,144.8526,"Western Metropolitan",5629,30,7,1195.65217391304,1,39,1079,12
"1933","Kensington","65 Gatehouse Dr",3,"h",852000,"Property Sold","Nelson","3/09/2016",4.2,3031,3,1,1,166,138,2000,"Melbourne",-37.7929,144.9197,"Northern Metropolitan",5263,3,9,5132.53012048193,1,60,6507,817
"1934","Kensington","35 Henry St",3,"h",1037000,"Property Sold","Rendina","3/09/2016",4.2,3031,3,1,1,188,106,1910,"Melbourne",-37.7953,144.9275,"Northern Metropolitan",5263,3,9,5515.95744680851,1,60,6507,37
"1935","Kensington","14 Hardiman St",3,"h",1470000,"Property Sold","Nelson","4/03/2017",4.2,3031,3,1,1,199,121,1910,"Melbourne",-37.7957,144.932,"Northern Metropolitan",5263,4,3,7386.93467336683,1,101,6507,817
"1936","Kensington","403/72 Altona St",2,"u",492500,"Property Sold","Pagan","4/06/2016",4.2,3031,2,1,1,0,81,2008,"Melbourne",-37.7974,144.9261,"Northern Metropolitan",5263,4,6,Inf,1,45,1792,8
"1937","Kensington","2/65 Bayswater Rd",2,"u",420000,"Vendor Bid","Alexkarbon","4/06/2016",4.2,3031,2,1,1,0,55,1970,"Melbourne",-37.794,144.923,"Northern Metropolitan",5263,4,6,Inf,1,45,364,23
"1938","Kensington","1/16 Mawbey St",2,"u",420000,"Sold Prior","Nelson","6/08/2016",4.2,3031,2,1,1,0,80,2002,"Melbourne",-37.7899,144.9231,"Northern Metropolitan",5263,6,8,Inf,1,37,481,817
"1939","Kensington","72 Bayswater Rd",3,"h",1271000,"Property Sold","Edward","7/05/2016",4.2,3031,3,1,1,284,113,1900,"Melbourne",-37.7938,144.9228,"Northern Metropolitan",5263,7,5,4475.35211267606,1,65,6507,19
"1940","Kensington","67 Collett St",3,"h",1010000,"Passed In","Edward","7/05/2016",4.2,3031,3,1,0,234,104,1900,"Melbourne",-37.7923,144.9332,"Northern Metropolitan",5263,7,5,4316.23931623932,1,65,1069,19
